[Step 0] Agent 0 Action: 1, Reward: 0.0000
[Step 0] Agent 1 Action: 0, Reward: 0.0000
[Step 0] Adaptive green duration: 40
[Simulate] Step 1: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 44: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[SetYellow] TL 2_TL: Set yellow phase 1 out of 4 phases.
[Simulate] Step 45: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 46: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 47: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 48: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 48] Adaptive green duration: 40
[Simulate] Step 49: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 50: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 51: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 52: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 53: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 54: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 55: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 56: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 57: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 58: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 59: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 60: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 61: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 62: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 63: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 64: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 65: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 66: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 67: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 68: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 69: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 70: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 71: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 72: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 73: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 74: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 75: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 76: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 77: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 78: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 79: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 80: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 81: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 82: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 83: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 84: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 85: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 86: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 87: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 88: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 88] Agent 0 Action: 0, Reward: -0.1000
[Step 88] Agent 1 Action: 0, Reward: -0.1000
[SetYellow] TL 2_TL: Set yellow phase 3 out of 4 phases.
[Simulate] Step 89: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 90: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 91: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 92: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 92] Adaptive green duration: 40
[Simulate] Step 93: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 94: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 95: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 96: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 97: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 98: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 99: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 100: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 101: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 102: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 103: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 104: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 105: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Simulate] Step 106: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 107: Queue length 1, Waiting time 5.0, Emergency Delay: 0.0
[Simulate] Step 108: Queue length 1, Waiting time 6.0, Emergency Delay: 0.0
[Simulate] Step 109: Queue length 1, Waiting time 7.0, Emergency Delay: 0.0
[Simulate] Step 110: Queue length 1, Waiting time 8.0, Emergency Delay: 0.0
[Simulate] Step 111: Queue length 1, Waiting time 9.0, Emergency Delay: 0.0
[Simulate] Step 112: Queue length 1, Waiting time 10.0, Emergency Delay: 0.0
[Simulate] Step 113: Queue length 1, Waiting time 11.0, Emergency Delay: 0.0
[Simulate] Step 114: Queue length 1, Waiting time 12.0, Emergency Delay: 0.0
[Simulate] Step 115: Queue length 1, Waiting time 13.0, Emergency Delay: 0.0
[Simulate] Step 116: Queue length 1, Waiting time 14.0, Emergency Delay: 0.0
[Simulate] Step 117: Queue length 1, Waiting time 15.0, Emergency Delay: 0.0
[Simulate] Step 118: Queue length 1, Waiting time 16.0, Emergency Delay: 0.0
[Simulate] Step 119: Queue length 1, Waiting time 17.0, Emergency Delay: 0.0
[Simulate] Step 120: Queue length 1, Waiting time 18.0, Emergency Delay: 0.0
[Simulate] Step 121: Queue length 1, Waiting time 19.0, Emergency Delay: 0.0
[Simulate] Step 122: Queue length 1, Waiting time 20.0, Emergency Delay: 0.0
[Simulate] Step 123: Queue length 1, Waiting time 21.0, Emergency Delay: 0.0
[Simulate] Step 124: Queue length 1, Waiting time 22.0, Emergency Delay: 0.0
[Simulate] Step 125: Queue length 1, Waiting time 23.0, Emergency Delay: 0.0
[Simulate] Step 126: Queue length 1, Waiting time 24.0, Emergency Delay: 0.0
[Simulate] Step 127: Queue length 1, Waiting time 25.0, Emergency Delay: 0.0
[Simulate] Step 128: Queue length 1, Waiting time 26.0, Emergency Delay: 0.0
[Simulate] Step 129: Queue length 1, Waiting time 27.0, Emergency Delay: 0.0
[Simulate] Step 130: Queue length 1, Waiting time 28.0, Emergency Delay: 0.0
[Simulate] Step 131: Queue length 1, Waiting time 29.0, Emergency Delay: 0.0
[Simulate] Step 132: Queue length 1, Waiting time 30.0, Emergency Delay: 0.0
[Step 132] Agent 0 Action: 1, Reward: -0.1350
[Step 132] Agent 1 Action: 1, Reward: -0.1350
[SetYellow] TL TL: Set yellow phase 1 out of 4 phases.
[Simulate] Step 133: Queue length 1, Waiting time 31.0, Emergency Delay: 0.0
[Simulate] Step 134: Queue length 1, Waiting time 32.0, Emergency Delay: 0.0
[Simulate] Step 135: Queue length 1, Waiting time 33.0, Emergency Delay: 0.0
[Simulate] Step 136: Queue length 0, Waiting time 33.0, Emergency Delay: 0.0
[SetYellow] TL 2_TL: Set yellow phase 1 out of 4 phases.
[Simulate] Step 137: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 138: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 139: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 140: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Step 140] Adaptive green duration: 40
[Simulate] Step 141: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 142: Queue length 1, Waiting time 5.0, Emergency Delay: 0.0
[Simulate] Step 143: Queue length 1, Waiting time 6.0, Emergency Delay: 0.0
[Simulate] Step 144: Queue length 1, Waiting time 7.0, Emergency Delay: 0.0
[Simulate] Step 145: Queue length 1, Waiting time 41.0, Emergency Delay: 0.0
[Simulate] Step 146: Queue length 1, Waiting time 42.0, Emergency Delay: 0.0
[Simulate] Step 147: Queue length 1, Waiting time 43.0, Emergency Delay: 0.0
[Simulate] Step 148: Queue length 1, Waiting time 44.0, Emergency Delay: 0.0
[Simulate] Step 149: Queue length 1, Waiting time 45.0, Emergency Delay: 0.0
[Simulate] Step 150: Queue length 1, Waiting time 46.0, Emergency Delay: 0.0
[Simulate] Step 151: Queue length 1, Waiting time 47.0, Emergency Delay: 0.0
[Simulate] Step 152: Queue length 1, Waiting time 48.0, Emergency Delay: 0.0
[Simulate] Step 153: Queue length 1, Waiting time 49.0, Emergency Delay: 0.0
[Simulate] Step 154: Queue length 1, Waiting time 50.0, Emergency Delay: 0.0
[Simulate] Step 155: Queue length 1, Waiting time 51.0, Emergency Delay: 0.0
[Simulate] Step 156: Queue length 1, Waiting time 52.0, Emergency Delay: 0.0
